"Location	EG",EG
"1344757..1346742	0",0
"1346796..1346900	0",0
"1346978..1348912	0",0
"1348980..1350107	0",0
"1350251..1351039	1",1
"1351407..1351760	0",0
"1351828..1352634	0",0
"1352636..1353628	0",0
"1353628..1354518	0",0
"1354505..1355470	0",0
"1355467..1357110	0",0
"1357423..1357668	0",0
"1357802..1359187	0",0
"1359490..1360908	0",0
"1361120..1361884	0",0
"1361911..1362468	0",0
"1362743..1364230	0",0
"1364232..1365512	0",0
"1365550..1366815	0",0
"1366935..1367912	0",0
"1368079..1368747	0",0
"1368801..1369025	0",0
"1369025..1369384	0",0
"1369393..1369614	0",0
"1369689..1370003	0",0
"1370216..1371895	0",0
"1371909..1373201	0",0
"1373222..1374103	0",0
"1374090..1374932	0",0
"1374963..1376015	0",0
"1376034..1376822	0",0
"1376832..1377887	0",0
"1377884..1380151	0",0
"1380148..1380807	0",0
"1381947..1382852	0",0
"1382963..1383961	0",0
"1384117..1385514	0",0
"1385511..1386572	0",0
"1386720..1388261	0",0
"1388305..1388811	0",0
"1388930..1389895	0",0
"1389870..1390598	0",0
"1390933..1391853	0",0
"1391991..1392890	0",0
"1393227..1394840	0",0
"1394891..1395922	0",0
"1396076..1397092	0",0
"1397365..1397622	0",0
"1397672..1398622	0",0
"1398774..1399526	0",0
"1399721..1400236	0",0
"1400247..1401773	0",0
"1401810..1403255	0",0
"1403255..1404565	0",0
"1404741..1405649	0",0
"1405979..1406542	0",0
"1406563..1407795	0",0
"1408050..1409033	0",0
"1409511..1410884	0",0
"1411013..1411948	0",0
"1412000..1413235	0",0
"1413237..1413452	0",0
"1413531..1413740	0",0
"1413733..1413927	0",0
"1413984..1414793	0",0
"1414786..1417386	0",0
"1417488..1417763	0",0
"1417838..1418008	0",0
"1418008..1418229	0",0
"1418671..1419159	0",0
"1419156..1419311	0",0
"1419322..1419456	0",0
"1419765..1420241	1",1
"1420365..1420661	0",0
"1420684..1421106	0",0
"1421119..1421976	0",0
"1421983..1422729	0",0
"1423400..1423585	0",0
"1423782..1425239	0",0
"1425377..1425640	0",0
"1429049..1432411	0",0
"1432411..1432986	0",0
"1433084..1433674	0",0
"1433991..1434224	0",0
"1435185..1435619	0",0
"1435760..1436893	0",0
"1437260..1440784	0",0
"1441058..1441324	0",0
"1441321..1441743	0",0
"1441854..1442843	0",0
"1443051..1445690	0",0
"1445687..1445872	0",0
"1445880..1446206	0",0
"1446378..1447283	0",0
"1447519..1449018	0",0
"1449076..1451349	0",0
"1451597..1453642	0",0
"1453927..1454856	0",0
"1454868..1455155	0",0
"1455164..1455910	0",0
"1455925..1456422	0",0
"1456430..1457500	0",0
"1457497..1458264	0",0
"1458264..1459052	0",0
"1459054..1460481	0",0
"1460471..1460893	0",0
"1460893..1462098	0",0
"1462125..1463438	0",0
"1463539..1464489	0",0
"1464471..1465061	0",0
"1465165..1465230	0",0
"1467921..1468826	0",0
"1468784..1469149	0",0
"1469358..1470509	0",0
"1474221..1475081	0",0
"1475144..1477450	0",0
"1477621..1478226	0",0
"1478226..1479122	0",0
"1479138..1480895	0",0
"1480909..1482201	0",0
"1482255..1482860	0",0
"1483061..1486963	0",0
"1487235..1488035	0",0
"1488232..1489671	0",0
"1490902..1491432	0",0
"1491677..1491850	0",0
"1491922..1492071	0",0
"1491962..1492129	0",0
"1492470..1494110	0",0
"1494148..1495071	0",0
"1495288..1496631	0",0
"1496856..1498511	0",0
"1498651..1498875	0",0
"1498938..1499477	0",0
"1499469..1500449	0",0
"1500573..1501565	0",0
"1501562..1502155	0",0
"1502457..1503125	0",0
"1503717..1504865	0",0
"1504905..1506080	0",0
"1506172..1506708	0",0
"1506781..1508742	0",0
"1508834..1509064	0",0
"1509286..1509462	0",0
"1509508..1509924	0",0
"1510003..1511409	0",0
"1511654..1512799	0",0
"1512817..1513830	0",0
"1513831..1514772	0",0
"1514762..1515556	0",0
"1515578..1517002	0",0
"1517099..1517194	0",0
"1517389..1517562	0",0
"1517648..1517881	0",0
"1517882..1518331	0",0
"1518328..1518846	0",0
"1519027..1520064	0",0
"1520262..1520927	0",0
"1520963..1523065	0",0
"1523307..1524368	0",0
"1524481..1525980	0",0
"1526247..1526864	0",0
"1526940..1527152	0",0
"1529922..1530404	0",0
"1531816..1532952	0",0
"1533052..1533285	0",0
"1533282..1533851	0",0
"1534024..1534869	0",0
"1534965..1535858	0",0
"1535937..1536617	0",0
"1536614..1537309	0",0
"1537309..1538853	0",0
"1538850..1542590	0",0
"1542672..1544060	0",0
"1546288..1547169	0",0
"1547401..1550448	0",0
"1550461..1551345	0",0
"1551338..1551991	0",0
"1552398..1552682	0",0
"1552828..1553838	0",0
"1553972..1555669	0",0
"1555826..1555963	0",0
"1556065..1556280	0",0
"1556625..1557056	0",0
"1557112..1558038	0",0
"1558031..1559017	0",0
"1559014..1559910	0",0
"1559907..1560929	0",0
"1560931..1562481	0",0
"1562495..1563076	0",0
"1563334..1565733	0",0
"1565758..1567140	0",0
"1567504..1568823	0",0
"1568954..1570489	0",0
"1570645..1572045	0",0
"1572407..1575202	0",0
"1575247..1577619	0",0
"1577657..1579342	0",0
"1579633..1580790	0",0
"1580842..1582524	0",0
"1582926..1583687	0",0
"1583762..1583959	0",0
"1584207..1586486	0",0
"1586820..1587734	0",0
"1587793..1588296	0",0
"1588309..1588839	0",0
"1590854..1592176	0",0
"1592176..1592442	0",0
"1598617..1600209	0",0
"1600288..1601241	0",0
"1601490..1603025	0",0
"1603019..1604047	0",0
"1604047..1605039	0",0
"1605051..1606073	0",0
"1606100..1606975	0",0
"1606999..1607289	0",0
"1607346..1608104	0",0
"1608108..1609022	0",0
"1609229..1610680	0",0
"1610907..1611854	0",0
"1611966..1612325	0",0
"1612325..1613251	0",0
"1613315..1614703	0",0
"1614804..1615685	0",0
"1615763..1616878	0",0
"1617028..1618218	0",0
"1618243..1618908	0",0
"1619120..1619554	0",0
"1619574..1619957	0",0
"1619989..1620207	0",0
"1620238..1621137	0",0
"1621332..1622519	0",0
"1622646..1622741	0",0
"1622960..1623850	0",0
"1624105..1624497	0",0
"1624773..1625291	0",0
"1625335..1627380	0",0
"1627517..1628263	0",0
"1628352..1629038	0",0
"1629215..1629418	0",0
"1629453..1630913	0",0
"1633072..1633305	0",0
"1633622..1634212	0",0
"1634310..1634885	0",0
"1634885..1635847	0",0
"1636756..1636989	0",0
"1637047..1637457	0",0
"1637609..1637782	0",0
"1637954..1638109	0",0
"1638455..1638667	0",0
"1639030..1639527	0",0
"1639080..1639334	0",0
"1639524..1640057	0",0
"1640054..1640365	0",0
"1640370..1640585	0",0
"1641339..1641554	0",0
"1641855..1642067	0",0
"1642489..1643241	0",0
"1643255..1644304	0",0
"1644651..1644902	0",0
"1645119..1645274	0",0
"1645346..1645633	0",0
"1645633..1645872	0",0
"1645897..1646202	0",0
"1646405..1646737	0",0
"1647620..1647850	0",0
"1647934..1648341	1",1
"1648508..1648663	0",0
"1648665..1648793	1",1
"1648823..1649041	0",0
"1649609..1649797	0",0
"1649794..1649985	0",0
"1652896..1653915	0",0
"1653927..1655141	0",0
"1655347..1655673	0",0
"1655808..1656149	0",0
"1656184..1656744	0",0
"1656747..1657457	0",0
"1657565..1657870	0",0
"1658069..1660495	0",0
"1660556..1662979	0",0
"1662990..1663607	0",0
"1663609..1664463	0",0
"1664506..1665120	0",0
"1665315..1666571	0",0
"1666524..1667219	0",0
"1667344..1668564	0",0
"1668699..1669592	0",0
"1669699..1670952	0",0
"1671376..1671684	0",0
"1671777..1671860	0",0
"1671960..1672781	0",0
"1672820..1673149	0",0
"1673136..1673501	0",0
"1673913..1674947	0",0
"1674972..1676360	0",0
"1676371..1677903	0",0
"1678427..1679371	0",0
"1679557..1680939	0",0
"1680976..1681698	0",0
"1681695..1682030	0",0
"1682159..1682878	0",0
"1682882..1684183	0",0
"1684259..1685188	0",0
"1685185..1686588	0",0
"1686731..1688377	0",0
"1688576..1689751	0",0
"1689852..1691360	0",0
"1691586..1692851	0",0
"1692890..1694263	0",0
"1694260..1696071	0",0
"1696462..1697052	0",0
"1697273..1698040	0",0
"1698152..1699180	0",0
"1699355..1700947	0",0
"1700957..1702129	0",0
"1702233..1703234	0",0
"1703268..1704308	0",0
"1704551..1704676	0",0
"1704949..1705164	0",0
"1705250..1705690	0",0
"1705767..1706348	0",0
"1706348..1706926	0",0
"1706919..1709141	0",0
"1709142..1710200	0",0
"1710204..1710824	0",0
"1710828..1711523	0",0
"1711523..1712158	0",0
"1712769..1714271	0",0
"1714377..1714982	0",0
"1715026..1715889	0",0
"1715948..1717222	1",1
"1717351..1718007	0",0
"1718066..1718395	0",0
"1718493..1719602	0",0
"1719876..1720343	0",0
"1720390..1720824	0",0
"1721025..1721261	0",0
"1721264..1722121	0",0
"1722121..1724133	0",0
"1724134..1724655	0",0
"1724736..1725632	0",0
"1725681..1725920	0",0
"1726023..1726622	0",0
"1726659..1727756	0",0
"1727837..1728244	0",0
"1728347..1728994	0",0
"1729087..1733703	0",0
"1733754..1734101	0",0
"1734435..1735250	0",0
"1735378..1735959	0",0
"1736121..1737290	0",0
"1737456..1737545	0",0
"1737844..1738869	0",0
"1738866..1739798	0",0
"1739911..1741122	0",0
"1741413..1742561	0",0
"1742601..1743242	1",1
"1743457..1744830	0",0
"1744871..1746127	0",0
"1746700..1747005	0",0
"1747131..1748735	0",0
"1748747..1749559	0",0
"1749563..1750348	0",0
"1750345..1751013	0",0
"1751077..1751724	0",0
"1751728..1753830	0",0
"1753851..1754477	0",0
"1754932..1755141	0",0
"1755698..1757110	0",0
"1757421..1757657	0",0
"1757721..1758725	0",0
"1758874..1759290	0",0
"1759303..1760523	0",0
"1760520..1761791	0",0
"1761766..1762512	0",0
"1762522..1764009	0",0
"1764018..1764386	0",0
"1764934..1765122	0",0
"1765222..1765632	0",0
"1765629..1768685	0",0
"1769074..1770186	0",0
"1770615..1770971	1",1
"1771071..1772285	0",0
"1772512..1773777	0",0
"1773789..1774655	0",0
"1774686..1775444	0",0
"1775587..1777182	0",0
"1777196..1778347	0",0
"1778390..1779301	0",0
"1779617..1780381	0",0
"1780401..1781339	0",0
"1781395..1782684	0",0
"1782681..1782974	0",0
"1783031..1784677	0",0
"1784734..1787112	0",0
"1787445..1788278	0",0
"1788435..1789481	0",0
"1789613..1789804	0",0
"1789808..1791244	0",0
"1791307..1792020	0",0
"1792267..1792731	0",0
"1792809..1793558	0",0
"1793558..1794109	0",0
"1794172..1795152	0",0
"1795253..1795552	0",0
"1795557..1797944	1",1
"1797959..1798942	1",1
"1799226..1799270	0",0
"1799393..1799749	1",1
"1799802..1799999	0",0
"1800096..1800638	1",1
"1800642..1802570	1",1
"1805165..1805272	0",0
"1805325..1806083	0",0
"1806370..1807299	0",0
"1807400..1807690	0",0
"1807796..1808656	0",0
"1808697..1809233	0",0
"1809380..1810048	0",0
"1810211..1810801	0",0
"1810934..1812325	0",0
"1812329..1813132	0",0
"1813421..1813663	0",0
"1813867..1816128	0",0
"1816386..1817135	0",0
"1817148..1818500	0",0
"1818605..1819447	0",0
"1819455..1819805	0",0
"1819856..1821214	0",0
"1821299..1821619	0",0
"1821918..1822256	0",0
"1822458..1823285	1",1
"1823515..1824402	0",0
"1824362..1824937	0",0
"1825140..1825625	0",0
"1825955..1826923	0",0
"1826916..1828259	0",0
"1828256..1829734	0",0
"1829731..1830765	0",0
"1830762..1831982	0",0
"1832428..1833234	0",0
"1833401..1834111	0",0
"1834116..1834793	0",0
"1834808..1835515	0",0
"1835515..1836063	0",0
"1836073..1837239	0",0
"1837212..1838747	0",0
"1838747..1839400	0",0
"1839467..1840774	0",0
"1840783..1841403	0",0
"1841490..1841897	0",0
"1841863..1842135	0",0
"1842371..1843714	0",0
"1843831..1844871	0",0
"1844999..1846960	0",0
"1846965..1848008	0",0
"1848125..1848676	0",0
"1848837..1850693	0",0
"1850860..1851876	0",0
"1851887..1852528	0",0
"1852621..1853979	0",0
"1854096..1854854	0",0
"1854991..1855971	0",0
"1855981..1856928	0",0
"1856933..1857769	0",0
"1857790..1858833	0",0
"1858850..1860229	0",0
"1860256..1861332	0",0
"1861702..1861974	0",0
"1862016..1862429	0",0
"1862771..1863766	1",1
"1863850..1864734	0",0
"1864782..1865636	0",0
"1865726..1866472	0",0
"1866908..1868842	0",0
"1868955..1870238	0",0
"1870385..1871860	0",0
"1872041..1873531	0",0
"1873574..1874077	0",0
"1874078..1874182	0",0
"1874352..1874798	0",0
"1874755..1875576	0",0
"1875673..1876854	0",0
"1876909..1877256	0",0
"1877278..1877532	0",0
"1877715..1878740	0",0
"1878773..1878871	0",0
"1878874..1878948	0",0
"1879007..1879255	0",0
"1879403..1879585	0",0
"1879589..1879948	0",0
"1880121..1880759	0",0
"1880886..1881809	0",0
"1881912..1882997	0",0
"1883188..1884633	0",0
"1884665..1885789	0",0
"1885845..1886810	0",0
"1886864..1887991	0",0
"1888061..1889746	0",0
"1889951..1890532	0",0
"1890572..1891267	1",1
"1891325..1893235	0",0
"1893367..1893711	0",0
"1894133..1894432	0",0
"1894552..1894731	0",0
"1894805..1896166	0",0
"1896170..1896748	0",0
"1896932..1898296	0",0
"1898427..1900025	0",0
"1900029..1901585	0",0
"1902048..1903019	0",0
"1903082..1903882	0",0
"1903895..1904746	0",0
"1904801..1905259	0",0
"1905688..1906254	0",0
"1906251..1907060	0",0
"1907226..1907435	0",0
"1907448..1907591	0",0
"1908261..1908548	0",0
"1908623..1908766	0",0
"1908925..1909164	0",0
"1909308..1910099	0",0
"1910276..1911649	0",0
"1911695..1912576	0",0
"1912768..1914816	0",0
"1914836..1915534	0",0
"1915631..1916128	0",0
"1916258..1917541	0",0
"1917510..1920143	0",0
"1920223..1921662	0",0
"1921780..1922016	0",0
"1922121..1922312	0",0
"1922313..1922969	0",0
"1923365..1923706	0",0
"1923719..1924591	0",0
"1924595..1924969	0",0
"1925108..1925338	0",0
"1925440..1926096	0",0
"1926120..1926782	0",0
"1926779..1928839	0",0
"1929048..1929707	0",0
"1930034..1930390	0",0
"1930457..1930747	0",0
"1930881..1932059	0",0
"1932115..1932756	0",0
"1932793..1934604	0",0
"1934839..1936314	0",0
"1936652..1937521	0",0
"1937649..1939091	0",0
"1939222..1940193	0",0
"1940313..1941635	0",0
"1941651..1942583	0",0
"1942662..1943417	0",0
"1943414..1944199	0",0
"1944346..1945356	0",0
"1945365..1945976	0",0
"1946115..1946180	0",0
"1946251..1946853	0",0
"1946855..1947376	0",0
"1947411..1948151	0",0
"1948180..1948632	0",0
"1948750..1950522	1",1
"1950832..1951398	0",0
"1951395..1952213	0",0
"1952266..1952661	0",0
"1952702..1953445	0",0
"1953442..1954413	0",0
"1954578..1957007	0",0
"1957032..1958132	0",0
"1958520..1959266	0",0
"1959280..1959846	0",0
"1960062..1961795	1",1
"1961972..1962460	0",0
"1962580..1962972	0",0
"1962972..1965050	0",0
"1965043..1966191	0",0
"1966393..1967037	0",0
"1967048..1967437	0",0
"1967452..1968501	0",0
"1968504..1969364	0",0
"1969383..1970984	0",0
"1971030..1972691	0",0
"1972836..1973339	0",0
"1973360..1975324	0",0
"1975329..1976255	0",0
"1976252..1977139	0",0
"1977266..1977844	0",0
"1977847..1978197	0",0
"1978518..1979021	0",0
"1978940..1979215	0",0
"1979753..1980181	0",0
"1980188..1981612	0",0
"1981587..1982387	0",0
"1982554..1983540	0",0
"1983555..1985069	0",0
"1985139..1986128	0",0
"1986925..1987428	0",0
"1987507..1987758	0",0
"1987873..1987959	0",0
"1988222..1988545	0",0
"1988716..1989213	0",0
"1989251..1989490	0",0
"1989681..1990892	0",0
"1990954..1991619	0",0
"1992269..1992817	1",1
"1992874..1994706	0",0
"1994703..1995359	0",0
"1995818..1996042	0",0
"1996110..1996832	0",0
"1997062..1997814	0",0
"1997811..1998479	0",0
"1998494..1999480	0",0
"1999585..2000385	0",0
"2000473..2001024	0",0
"2001070..2001789	0",0
"2002110..2003606	0",0
"2003872..2005278	0",0
"2005303..2005713	0",0
"2005713..2006078	0",0
"2006156..2007643	0",0
"2007677..2008090	0",0
"2008277..2009482	0",0
"2009479..2009712	0",0
"2009821..2010489	0",0
"2010600..2011079	0",0
"2012700..2013014	0",0
"2013229..2014887	0",0
"2014880..2015875	0",0
"2015868..2016554	0",0
"2016554..2017927	0",0
"2017946..2018389	0",0
"2018386..2019513	0",0
"2019618..2020082	0",0
"2020087..2021091	0",0
"2021088..2021501	0",0
"2021504..2021869	0",0
"2021869..2022606	0",0
"2022616..2022885	0",0
"2022893..2023678	0",0
"2023968..2024591	0",0
"2024635..2024823	0",0
"2024986..2025213	0",0
"2025511..2026326	0",0
"2026323..2028017	0",0
"2028188..2028370	0",0
"2028449..2029366	0",0
"2029539..2030459	0",0
"2030448..2030918	0",0
"2030899..2032317	0",0
"2032384..2033079	0",0
"2033119..2033484	0",0
"2035835..2036686	0",0
"2036794..2038152	0",0
"2038152..2038823	0",0
"2038956..2039369	0",0
"2039478..2040482	0",0
"2040483..2041118	0",0
"2041375..2042025	0",0
"2042368..2042898	0",0
"2043651..2044448	0",0
"2044938..2052014	0",0
"2053643..2054959	0",0
"2055061..2056515	0",0
"2056858..2057574	0",0
"2058203..2059690	0",0
"2059964..2060914	0",0
"2061016..2061933	0",0
"2062391..2063323	0",0
"2063388..2064467	0",0
"2064479..2065222	0",0
"2065219..2065764	0",0
"2066305..2067321	0",0
"2068952..2069857	0",0
"2069815..2070180	0",0
"2071539..2074658	0",0
"2074779..2076311	0",0
"2076308..2076754	0",0
"2076817..2077038	0",0
"2077112..2077480	0",0
"2077569..2077943	0",0
"2079032..2079361	0",0
"2079533..2080591	0",0
"2080789..2081262	0",0
"2081381..2082547	0",0
"2082756..2084183	0",0
"2084226..2084453	0",0
"2084467..2085525	0",0
"2085704..2087062	0",0
"2087052..2087114	0",0
"2087329..2088258	0",0
"2088304..2089128	0",0
"2089211..2089465	0",0
"2089462..2089713	1",1
"2089996..2090046	0",0
"2090192..2091091	0",0
"2091097..2092401	0",0
"2092398..2093468	0",0
"2093468..2094535	0",0
"2094535..2095125	0",0
"2095125..2095862	0",0
"2095844..2096620	0",0
"2096614..2097225	0",0
"2097321..2098301	0",0
"2098447..2099613	0",0
"2099862..2101268	0",0
"2101895..2102911	0",0
"2103391..2104509	0",0
"2104494..2105084	0",0
"2105065..2106057	0",0
"2106060..2107226	0",0
"2107226..2108329	0",0
"2108337..2109584	0",0
"2109581..2110138	0",0
"2110138..2111019	0",0
"2111077..2111976	0",0
"2111976..2113061	0",0
"2113434..2114327	0",0
"2114502..2115896	0",0
"2115907..2117127	0",0
"2117124..2118404	0",0
"2118680..2120158	0",0
"2120160..2121554	0",0
"2121609..2122979	0",0
"2123084..2124520	0",0
"2124523..2125746	0",0
"2125743..2126222	0",0
"2126225..2127190	0",0
"2127193..2128314	0",0
"2128340..2128888	0",0
"2128904..2129650	0",0
"2129661..2130878	0",0
"2130853..2132070	0",0
"2132067..2132555	0",0
"2132558..2133397	0",0
"2133490..2135652	0",0
"2135655..2136098	0",0
"2136104..2137243	0",0
"2137902..2139485	0",0
"2139759..2141612	0",0
"2141634..2142215	0",0
"2142307..2142948	0",0
"2143266..2146583	0",0
"2146692..2147540	0",0
"2147674..2149026	0",0
"2149039..2150985	0",0
"2151185..2151646	0",0
"2151711..2152472	0",0
"2152469..2153128	0",0
"2153349..2153408	0",0
"2153681..2153737	0",0
"2154016..2155263	0",0
"2155263..2158385	0",0
"2158386..2161463	0",0
"2161464..2162879	0",0
"2162876..2164279	0",0
"2164276..2164998	0",0
"2165189..2165521	0",0
"2165668..2167029	0",0
"2167302..2167520	0",0
"2167989..2168306	0",0
"2168712..2169611	0",0
"2170236..2170535	0",0
"2170532..2171398	0",0
"2171833..2172873	0",0
"2174282..2174566	0",0
"2174597..2175049	0",0
"2175059..2176321	0",0
"2176350..2177204	0",0
"2177512..2178564	0",0
"2178821..2180098	0",0
"2180095..2181099	0",0
"2181096..2182061	0",0
"2182035..2182781	0",0
"2182833..2183651	0",0
"2183716..2184516	0",0
"2184513..2185301	0",0
"2185524..2185796	0",0
"2185917..2186741	0",0
"2186960..2187298	0",0
"2187380..2188414	0",0
"2188430..2190910	0",0
"2190926..2191645	0",0
"2191680..2192222	0",0
"2192515..2192796	0",0
"2193059..2194168	0",0
"2194300..2196333	1",1
"2200279..2203911	0",0
"2203972..2204289	0",0
"2204596..2205684	0",0
"2205695..2207974	0",0
"2207967..2209103	0",0
"2211225..2211686	0",0
"2211726..2212196	0",0
"2212243..2212962	0",0
"2212959..2214644	0",0
"2214866..2215597	0",0
"2215657..2215764	0",0
"2215745..2216476	0",0
"2216481..2217407	0",0
"2217400..2218557	0",0
"2218564..2219481	0",0
"2219692..2221989	0",0
"2222185..2223900	0",0
"2223938..2224870	0",0
"2225044..2225631	0",0
"2225801..2226379	0",0
"2226509..2227270	0",0
"2228982..2229065	0",0
"2229438..2230385	0",0
"2230624..2231022	0",0
"2231019..2231714	0",0
"2231844..2232728	0",0
"2232878..2233597	0",0
"2233600..2233839	0",0
"2234033..2235271	0",0
"2235265..2236500	0",0
"2236743..2237753	0",0
"2237769..2239289	0",0
"2239350..2240348	0",0
"2240628..2241668	0",0
"2241810..2242967	0",0
"2242984..2243652	1",1
"2243910..2244746	0",0
"2244778..2246769	0",0
"2247063..2248532	0",0
"2248737..2249618	0",0
"2249717..2250766	0",0
"2250840..2251697	0",0
"2251700..2252788	0",0
"2252895..2254145	0",0
"2254245..2255186	0",0
"2255355..2256014	0",0
"2256085..2257335	0",0
"2257429..2258367	0",0
"2258355..2259296	0",0
"2259719..2261410	0",0
"2261427..2262365	0",0
"2262365..2263495	0",0
"2263863..2265044	0",0
"2265041..2265295	0",0
"2265450..2266022	0",0
"2266245..2267711	0",0
"2267829..2268815	0",0
"2268854..2269567	0",0
"2269979..2270545	0",0
"2270726..2272282	0",0
"2272364..2274178	0",0
"2274179..2275273	0",0
"2275273..2276298	0",0
"2276300..2277889	0",0
"2277893..2278237	0",0
"2278570..2279760	0",0
"2279788..2280483	0",0
"2280632..2282392	0",0
"2282517..2282801	0",0
"2282940..2283947	0",0
"2284129..2284356	0",0
"2284376..2286136	1",1
"2289065..2290081	0",0
"2290500..2291147	0",0
"2291358..2292410	0",0
"2292407..2292964	0",0
"2292961..2294904	0",0
"2294901..2295380	0",0
"2295377..2295586	0",0
"2295583..2296320	0",0
"2296362..2297024	0",0
"2297021..2297644	0",0
"2297657..2298259	0",0
"2298269..2298718	0",0
"2298715..2299578	0",0
"2299565..2300260	0",0
"2300267..2302753	0",0
"2302750..2303013	0",0
"2303003..2303497	0",0
"2303905..2304393	0",0
"2305108..2306754	0",0
"2306972..2308615	0",0
"2308691..2309341	0",0
"2309341..2310405	0",0
"2310479..2311534	0",0
"2311646..2312749	0",0
"2313488..2316160	0",0
"2316177..2316827	0",0
"2317027..2319876	0",0
"2320043..2321869	0",0
"2321866..2323251	0",0
"2323447..2324109	0",0
"2324109..2324759	0",0
"2324756..2326078	0",0
"2326109..2327293	0",0
"2327367..2328143	0",0
"2328148..2329797	0",0
"2334336..2334959	0",0
"2334956..2336644	0",0
"2336793..2339420	1",1
"2339567..2340289	0",0
"2340417..2344169	0",0
"2344865..2347150	1",1
"2347384..2348514	1",1
"2348514..2348768	0",0
"2348822..2349472	0",0
"2349935..2351011	0",0
"2351016..2352374	0",0
"2352647..2354275	0",0
"2354265..2355524	0",0
"2355521..2356711	0",0
"2356904..2357803	0",0
"2357816..2358001	0",0
"2358042..2358845	0",0
"2358863..2360152	0",0
"2360209..2361414	0",0
"2361429..2362211	0",0
"2362431..2363633	0",0
"2363733..2364275	0",0
"2364554..2364979	0",0
"2365018..2365620	0",0
"2365928..2367067	0",0
"2367071..2368039	0",0
"2368039..2370021	0",0
"2370018..2370908	0",0
"2370908..2372560	0",0
"2372557..2372892	0",0
"2372892..2373278	0",0
"2373272..2373538	0",0
"2373648..2375003	0",0
"2375000..2375962	0",0
"2375962..2376819	0",0
"2376834..2377592	0",0
"2377589..2379259	0",0
"2379348..2380643	0",0
"2380722..2381027	0",0
"2381082..2381543	0",0
"2381608..2382525	0",0
"2382713..2383924	0",0
"2383995..2385722	0",0
"2385860..2386831	0",0
"2386934..2387437	0",0
"2387710..2388426	0",0
"2388635..2389057	0",0
"2389116..2389964	0",0
"2390048..2391505	0",0
"2391512..2393041	0",0
"2393205..2395046	0",0
"2395043..2395345	0",0
"2395342..2395896	0",0
"2395908..2396450	0",0
"2396465..2397442	0",0
"2397439..2400165	0",0
"2400218..2401555	0",0
"2401552..2402052	0",0
"2402055..2403845	0",0
"2403951..2404613	0",0
"2404629..2405072	0",0
"2405703..2406641	0",0
"2407561..2408778	0",0
"2408862..2409461	0",0
"2409520..2411352	0",0
"2411439..2412089	0",0
"2412100..2412594	0",0
"2412677..2413132	0",0
"2413470..2414672	0",0
"2414747..2416891	0",0
"2417081..2418601	0",0
"2418634..2419176	0",0
"2419234..2419788	0",0
"2419841..2420485	0",0
"2420621..2421268	0",0
"2421325..2421687	0",0
"2421708..2422601	0",0
"2422649..2423539	0",0
"2423736..2424509	0",0
"2424517..2425233	0",0
"2425230..2425916	0",0
"2426006..2426788	0",0
"2427009..2427791	0",0
"2428057..2428626	0",0
"2428721..2430238	0",0
"2430275..2430763	0",0
"2431022..2431684	0",0
"2431674..2432942	1",1
"2433012..2433926	1",1
"2434082..2434741	0",0
"2434824..2435636	0",0
"2435636..2436649	0",0
"2436715..2437851	0",0
"2437950..2438945	0",0
"2438942..2440120	0",0
"2440385..2441605	1",1
"2441764..2443770	0",0
"2443891..2444169	0",0
"2444203..2444751	0",0
"2444751..2445560	0",0
"2445560..2446384	0",0
"2446388..2447473	0",0
"2447508..2448440	0",0
"2448606..2449157	0",0
"2449228..2450049	0",0
"2450051..2450590	0",0
"2450587..2451075	0",0
"2451072..2451584	0",0
"2451584..2452336	0",0
"2455083..2455646	0",0
"2456327..2456812	0",0
"2457015..2459159	0",0
"2459159..2460469	0",0
"2460650..2460934	0",0
"2461306..2462646	0",0
"2463012..2464070	0",0
"2464252..2465007	0",0
"2465301..2466233	0",0
"2466545..2467702	0",0
"2467855..2468217	0",0
"2468214..2469134	0",0
"2469131..2470462	0",0
"2471077..2471517	0",0
"2472387..2472881	0",0
"2473604..2473966	0",0
"2474032..2474856	0",0
"2474984..2475520	0",0
"2475511..2475873	0",0
"2475873..2476178	0",0
"2476310..2476510	0",0
"2476694..2477629	0",0
"2477847..2479184	0",0
"2479202..2480530	0",0
"2480638..2482176	0",0
"2482176..2483339	0",0
"2483755..2484369	0",0
"2484374..2487967	0",0
"2488023..2489168	0",0
"2489242..2490186	0",0
"2490256..2491950	0",0
"2492004..2493254	0",0
"2493767..2494402	0",0
"2494698..2494973	0",0
"2495050..2495292	0",0
"2495645..2496565	0",0
"2496921..2496992	0",0
"2497057..2498295	0",0
"2498671..2500368	0",0
"2500383..2501117	0",0
"2501130..2501987	0",0
"2501990..2504485	0",0
"2504510..2505547	0",0
"2505547..2506632	0",0
"2506647..2507894	0",0
"2507916..2508242	0",0
"2508461..2509426	0",0
"2509630..2510886	0",0
"2511001..2511327	0",0
"2511468..2512706	0",0
"2513042..2514244	0",0
"2514331..2515443	0",0
"2515643..2517832	0",0
"2518467..2518811	0",0
"2518813..2519205	0",0
"2519257..2520672	1",1
"2521593..2522477	0",0
"2522729..2523985	0",0
"2524045..2524878	0",0
"2525127..2525891	0",0
"2525930..2526856	0",0
"2526946..2527944	0",0
"2527941..2528159	0",0
"2528161..2530176	1",1
"2530247..2531233	1",1
"2531463..2532224	0",0
"2532409..2533380	0",0
"2533764..2534021	0",0
"2534066..2535793	0",0
"2535834..2536343	0",0
"2536386..2537237	0",0
"2537342..2537716	0",0
"2537749..2538483	0",0
